param weekly_sales :=
22 9 BURAKI 1.287
22 9 KAPUSTA 0.659
22 9 MARCHEW 0.672
22 10 ZIEMNIAKI 0.763
22 10 BURAKI 0.514
22 10 KAPUSTA 1.446
22 10 MARCHEW 0.972
23 1 ZIEMNIAKI 0.433
23 1 BURAKI 0.454
23 1 KAPUSTA 0.24
23 1 MARCHEW 0.942
23 2 ZIEMNIAKI 0.701
23 2 BURAKI 0.323
23 2 KAPUSTA 0.584
23 2 MARCHEW 0.74
23 3 ZIEMNIAKI 0.433
23 3 BURAKI 0.382
23 3 KAPUSTA 0.488
23 3 MARCHEW 0.842
23 4 ZIEMNIAKI 0.414
23 4 BURAKI 0.892
23 4 KAPUSTA 0.491
23 4 MARCHEW 0.678
23 5 ZIEMNIAKI 1.318
23 5 BURAKI 0.993
23 5 KAPUSTA 0.958
23 5 MARCHEW 1.124
23 6 ZIEMNIAKI 1.42
23 6 BURAKI 1.337
23 6 KAPUSTA 0.652
23 6 MARCHEW 0.844
23 7 ZIEMNIAKI 1.248
23 7 BURAKI 0.936
23 7 KAPUSTA 1.072
23 7 MARCHEW 1.081
23 8 ZIEMNIAKI 1.467
23 8 BURAKI 1.103
23 8 KAPUSTA 1.375
23 8 MARCHEW 0.608
23 9 ZIEMNIAKI 1.282
23 9 BURAKI 1.444
23 9 KAPUSTA 1.482
23 9 MARCHEW 0.617
23 10 ZIEMNIAKI 1.187
23 10 BURAKI 0.719
23 10 KAPUSTA 0.956
23 10 MARCHEW 0.804
24 1 ZIEMNIAKI 0.725
24 1 BURAKI 0.66
24 1 KAPUSTA 0.633
24 1 MARCHEW 0.961
24 2 ZIEMNIAKI 0.3
24 2 BURAKI 0.361
24 2 KAPUSTA 0.202
24 2 MARCHEW 0.427
24 3 ZIEMNIAKI 0.271
24 3 BURAKI 0.899
24 3 KAPUSTA 0.342
24 3 MARCHEW 0.944
24 4 ZIEMNIAKI 0.776
24 4 BURAKI 0.994
24 4 KAPUSTA 0.562
24 4 MARCHEW 0.693
24 5 ZIEMNIAKI 1.168
24 5 BURAKI 0.68
24 5 KAPUSTA 1.429
24 5 MARCHEW 0.832
24 6 ZIEMNIAKI 1.255
24 6 BURAKI 0.51
24 6 KAPUSTA 1.0
24 6 MARCHEW 1.24
24 7 ZIEMNIAKI 1.047
24 7 BURAKI 0.662
24 7 KAPUSTA 0.868
24 7 MARCHEW 0.878
24 8 ZIEMNIAKI 1.41
24 8 BURAKI 1.169
24 8 KAPUSTA 0.961
24 8 MARCHEW 0.926
24 9 ZIEMNIAKI 0.638
24 9 BURAKI 1.078
24 9 KAPUSTA 0.757
24 9 MARCHEW 1.489
24 10 ZIEMNIAKI 1.483
24 10 BURAKI 0.762
24 10 KAPUSTA 1.109
24 10 MARCHEW 0.72
25 1 ZIEMNIAKI 0.419
25 1 BURAKI 0.396
25 1 KAPUSTA 0.372
25 1 MARCHEW 0.435
25 2 ZIEMNIAKI 0.992
25 2 BURAKI 0.908
25 2 KAPUSTA 0.722
25 2 MARCHEW 0.32
25 3 ZIEMNIAKI 0.709
25 3 BURAKI 0.337
25 3 KAPUSTA 0.726
25 3 MARCHEW 0.504
25 4 ZIEMNIAKI 0.901
25 4 BURAKI 0.632
25 4 KAPUSTA 0.544
25 4 MARCHEW 0.446
25 5 ZIEMNIAKI 1.115
25 5 BURAKI 0.598
25 5 KAPUSTA 0.964
25 5 MARCHEW 0.913
25 6 ZIEMNIAKI 1.143
25 6 BURAKI 1.256
25 6 KAPUSTA 1.397
25 6 MARCHEW 1.072
25 7 ZIEMNIAKI 1.333
25 7 BURAKI 1.177
25 7 KAPUSTA 1.413
25 7 MARCHEW 1.337
25 8 ZIEMNIAKI 1.005
25 8 BURAKI 1.253
25 8 KAPUSTA 1.276
25 8 MARCHEW 0.689
25 9 ZIEMNIAKI 0.698
25 9 BURAKI 1.279
25 9 KAPUSTA 1.489
25 9 MARCHEW 0.765
25 10 ZIEMNIAKI 0.621
25 10 BURAKI 0.735
25 10 KAPUSTA 1.44
25 10 MARCHEW 0.764
26 1 ZIEMNIAKI 0.889
26 1 BURAKI 0.905
26 1 KAPUSTA 0.464
26 1 MARCHEW 0.713
26 2 ZIEMNIAKI 0.757
26 2 BURAKI 0.432
26 2 KAPUSTA 0.91
26 2 MARCHEW 0.686
26 3 ZIEMNIAKI 0.496
26 3 BURAKI 0.753
26 3 KAPUSTA 0.554
26 3 MARCHEW 0.591
26 4 ZIEMNIAKI 0.602
26 4 BURAKI 0.964
26 4 KAPUSTA 0.315
26 4 MARCHEW 0.934
26 5 ZIEMNIAKI 1.137
26 5 BURAKI 0.748
26 5 KAPUSTA 0.732
26 5 MARCHEW 0.81
26 6 ZIEMNIAKI 1.239
26 6 BURAKI 0.626
26 6 KAPUSTA 0.756
26 6 MARCHEW 0.639
26 7 ZIEMNIAKI 1.393
26 7 BURAKI 1.384
26 7 KAPUSTA 1.398
26 7 MARCHEW 0.96
26 8 ZIEMNIAKI 0.934
26 8 BURAKI 1.132
26 8 KAPUSTA 1.07
26 8 MARCHEW 1.193
26 9 ZIEMNIAKI 0.714
26 9 BURAKI 1.264
26 9 KAPUSTA 1.283
26 9 MARCHEW 1.367
26 10 ZIEMNIAKI 1.498
26 10 BURAKI 1.46
26 10 KAPUSTA 1.211
26 10 MARCHEW 1.184
27 1 ZIEMNIAKI 0.466
27 1 BURAKI 0.771
27 1 KAPUSTA 0.625
27 1 MARCHEW 0.965
27 2 ZIEMNIAKI 0.552
27 2 BURAKI 0.93
27 2 KAPUSTA 0.57
27 2 MARCHEW 0.273
27 3 ZIEMNIAKI 0.291
27 3 BURAKI 0.846
27 3 KAPUSTA 0.602
27 3 MARCHEW 0.577
27 4 ZIEMNIAKI 0.288
27 4 BURAKI 0.305
27 4 KAPUSTA 0.524
27 4 MARCHEW 0.446
27 5 ZIEMNIAKI 1.148
27 5 BURAKI 1.015
27 5 KAPUSTA 1.156
27 5 MARCHEW 0.867
27 6 ZIEMNIAKI 1.112
27 6 BURAKI 0.683
27 6 KAPUSTA 1.322
27 6 MARCHEW 0.574
27 7 ZIEMNIAKI 0.876
27 7 BURAKI 0.787
27 7 KAPUSTA 1.214
27 7 MARCHEW 0.509
27 8 ZIEMNIAKI 0.714
27 8 BURAKI 1.227
27 8 KAPUSTA 0.795
27 8 MARCHEW 0.545
27 9 ZIEMNIAKI 1.119
27 9 BURAKI 0.938
27 9 KAPUSTA 1.389
27 9 MARCHEW 1.464
27 10 ZIEMNIAKI 1.041
27 10 BURAKI 1.34
27 10 KAPUSTA 0.589
27 10 MARCHEW 0.783
28 1 ZIEMNIAKI 0.838
28 1 BURAKI 0.78
28 1 KAPUSTA 0.635
28 1 MARCHEW 0.683
28 2 ZIEMNIAKI 0.387
28 2 BURAKI 0.513
28 2 KAPUSTA 0.235
28 2 MARCHEW 0.558
28 3 ZIEMNIAKI 0.234
28 3 BURAKI 0.804
28 3 KAPUSTA 0.644
28 3 MARCHEW 0.925
28 4 ZIEMNIAKI 0.684
28 4 BURAKI 0.245
28 4 KAPUSTA 0.855
28 4 MARCHEW 0.221
28 5 ZIEMNIAKI 0.511
28 5 BURAKI 1.074
28 5 KAPUSTA 0.58
28 5 MARCHEW 0.701
28 6 ZIEMNIAKI 1.042
28 6 BURAKI 0.921
28 6 KAPUSTA 0.882
28 6 MARCHEW 1.485
28 7 ZIEMNIAKI 0.92
28 7 BURAKI 1.016
28 7 KAPUSTA 0.687
28 7 MARCHEW 0.598
28 8 ZIEMNIAKI 0.549
28 8 BURAKI 0.854
28 8 KAPUSTA 0.53
28 8 MARCHEW 0.585
28 9 ZIEMNIAKI 1.0
28 9 BURAKI 0.981
28 9 KAPUSTA 1.047
28 9 MARCHEW 0.936
28 10 ZIEMNIAKI 1.387
28 10 BURAKI 1.438
28 10 KAPUSTA 0.596
28 10 MARCHEW 0.91
29 1 ZIEMNIAKI 0.921
29 1 BURAKI 0.518
29 1 KAPUSTA 0.896
29 1 MARCHEW 0.583
29 2 ZIEMNIAKI 0.756
29 2 BURAKI 0.662
29 2 KAPUSTA 0.262
29 2 MARCHEW 0.219
29 3 ZIEMNIAKI 0.529
29 3 BURAKI 0.887
29 3 KAPUSTA 0.818
29 3 MARCHEW 0.606
29 4 ZIEMNIAKI 0.961
29 4 BURAKI 0.498
29 4 KAPUSTA 0.41
29 4 MARCHEW 0.862
29 5 ZIEMNIAKI 1.424
29 5 BURAKI 1.43
29 5 KAPUSTA 0.501
29 5 MARCHEW 1.464
29 6 ZIEMNIAKI 1.086
29 6 BURAKI 1.029
29 6 KAPUSTA 0.676
29 6 MARCHEW 1.06
29 7 ZIEMNIAKI 0.736
29 7 BURAKI 1.094
29 7 KAPUSTA 1.299
29 7 MARCHEW 1.412
29 8 ZIEMNIAKI 0.508
29 8 BURAKI 1.074
29 8 KAPUSTA 1.148
29 8 MARCHEW 1.186
29 9 ZIEMNIAKI 0.777
29 9 BURAKI 0.564
29 9 KAPUSTA 0.588
29 9 MARCHEW 1.088
29 10 ZIEMNIAKI 1.367
29 10 BURAKI 1.227
29 10 KAPUSTA 0.874
29 10 MARCHEW 0.785
30 1 ZIEMNIAKI 0.668
30 1 BURAKI 0.93
30 1 KAPUSTA 0.618
30 1 MARCHEW 0.959
30 2 ZIEMNIAKI 0.876
30 2 BURAKI 0.345
30 2 KAPUSTA 0.445
30 2 MARCHEW 0.368
30 3 ZIEMNIAKI 0.508
30 3 BURAKI 0.42
30 3 KAPUSTA 0.338
30 3 MARCHEW 0.616
30 4 ZIEMNIAKI 0.645
30 4 BURAKI 0.381
30 4 KAPUSTA 0.256
30 4 MARCHEW 0.709
30 5 ZIEMNIAKI 1.265
30 5 BURAKI 1.271
30 5 KAPUSTA 1.492
30 5 MARCHEW 0.928
30 6 ZIEMNIAKI 1.152
30 6 BURAKI 0.664
30 6 KAPUSTA 1.027
30 6 MARCHEW 1.006
30 7 ZIEMNIAKI 1.426
30 7 BURAKI 0.715
30 7 KAPUSTA 0.793
30 7 MARCHEW 1.324
30 8 ZIEMNIAKI 1.461
30 8 BURAKI 0.731
30 8 KAPUSTA 0.904
30 8 MARCHEW 1.304
30 9 ZIEMNIAKI 1.316
30 9 BURAKI 0.546
30 9 KAPUSTA 1.086
30 9 MARCHEW 1.283
30 10 ZIEMNIAKI 1.232
30 10 BURAKI 0.816
30 10 KAPUSTA 1.268
30 10 MARCHEW 0.707
31 1 ZIEMNIAKI 0.242
31 1 BURAKI 0.636
31 1 KAPUSTA 0.833
31 1 MARCHEW 0.642
31 2 ZIEMNIAKI 0.7
31 2 BURAKI 0.412
31 2 KAPUSTA 0.496
31 2 MARCHEW 0.82
31 3 ZIEMNIAKI 0.279
31 3 BURAKI 0.73
31 3 KAPUSTA 0.65
31 3 MARCHEW 0.291
31 4 ZIEMNIAKI 0.256
31 4 BURAKI 0.227
31 4 KAPUSTA 0.201
31 4 MARCHEW 0.939
31 5 ZIEMNIAKI 1.073
31 5 BURAKI 1.242
31 5 KAPUSTA 1.073
31 5 MARCHEW 0.978
31 6 ZIEMNIAKI 1.192
31 6 BURAKI 1.022
31 6 KAPUSTA 1.075
31 6 MARCHEW 0.865
31 7 ZIEMNIAKI 1.079
31 7 BURAKI 0.553
31 7 KAPUSTA 0.738
31 7 MARCHEW 0.787
31 8 ZIEMNIAKI 0.571
31 8 BURAKI 1.424
31 8 KAPUSTA 1.085
31 8 MARCHEW 1.004
31 9 ZIEMNIAKI 0.673
31 9 BURAKI 0.645
31 9 KAPUSTA 0.885
31 9 MARCHEW 0.584
31 10 ZIEMNIAKI 0.925
31 10 BURAKI 0.697
31 10 KAPUSTA 1.424
31 10 MARCHEW 1.136
32 1 ZIEMNIAKI 0.782
32 1 BURAKI 0.463
32 1 KAPUSTA 0.974
32 1 MARCHEW 0.222
32 2 ZIEMNIAKI 0.952
32 2 BURAKI 0.64
32 2 KAPUSTA 0.328
32 2 MARCHEW 0.437
32 3 ZIEMNIAKI 0.695
32 3 BURAKI 0.657
32 3 KAPUSTA 0.526
32 3 MARCHEW 0.898
32 4 ZIEMNIAKI 0.78
32 4 BURAKI 0.991
32 4 KAPUSTA 0.209
32 4 MARCHEW 0.622
32 5 ZIEMNIAKI 1.498
32 5 BURAKI 0.647
32 5 KAPUSTA 0.785
32 5 MARCHEW 0.536
32 6 ZIEMNIAKI 0.797
32 6 BURAKI 1.386
32 6 KAPUSTA 1.224
32 6 MARCHEW 1.122
32 7 ZIEMNIAKI 1.427
32 7 BURAKI 1.13
32 7 KAPUSTA 1.17
32 7 MARCHEW 1.43
32 8 ZIEMNIAKI 1.274
32 8 BURAKI 1.043
32 8 KAPUSTA 0.815
32 8 MARCHEW 0.818
32 9 ZIEMNIAKI 1.47
32 9 BURAKI 0.593
32 9 KAPUSTA 1.463
32 9 MARCHEW 0.955
32 10 ZIEMNIAKI 0.666
32 10 BURAKI 1.032
32 10 KAPUSTA 0.99
32 10 MARCHEW 1.047
33 1 ZIEMNIAKI 0.591
33 1 BURAKI 0.679
33 1 KAPUSTA 0.784
33 1 MARCHEW 0.812
33 2 ZIEMNIAKI 0.263
33 2 BURAKI 0.391
33 2 KAPUSTA 0.357
33 2 MARCHEW 0.921
33 3 ZIEMNIAKI 0.35
33 3 BURAKI 0.922
33 3 KAPUSTA 0.676
33 3 MARCHEW 0.443
33 4 ZIEMNIAKI 0.993
33 4 BURAKI 0.426
33 4 KAPUSTA 0.459
33 4 MARCHEW 0.756
33 5 ZIEMNIAKI 1.334
33 5 BURAKI 1.365
33 5 KAPUSTA 0.831
33 5 MARCHEW 0.856
33 6 ZIEMNIAKI 0.86
33 6 BURAKI 1.057
33 6 KAPUSTA 1.455
33 6 MARCHEW 1.3
33 7 ZIEMNIAKI 1.293
33 7 BURAKI 0.508
33 7 KAPUSTA 1.313
33 7 MARCHEW 0.506
33 8 ZIEMNIAKI 0.812
33 8 BURAKI 1.236
33 8 KAPUSTA 0.874
33 8 MARCHEW 0.675
33 9 ZIEMNIAKI 0.598
33 9 BURAKI 0.778
33 9 KAPUSTA 0.979
33 9 MARCHEW 0.935
33 10 ZIEMNIAKI 0.526
33 10 BURAKI 1.212
33 10 KAPUSTA 1.228
33 10 MARCHEW 1.018
34 1 ZIEMNIAKI 0.963
34 1 BURAKI 0.703
34 1 KAPUSTA 0.65
34 1 MARCHEW 0.614
34 2 ZIEMNIAKI 0.957
34 2 BURAKI 0.305
34 2 KAPUSTA 0.871
34 2 MARCHEW 0.487
34 3 ZIEMNIAKI 0.886
34 3 BURAKI 0.774
34 3 KAPUSTA 0.749
34 3 MARCHEW 0.448
34 4 ZIEMNIAKI 0.325
34 4 BURAKI 0.477
34 4 KAPUSTA 0.966
34 4 MARCHEW 0.669
34 5 ZIEMNIAKI 1.442
34 5 BURAKI 1.081
34 5 KAPUSTA 0.653
34 5 MARCHEW 1.021
34 6 ZIEMNIAKI 1.164
34 6 BURAKI 1.247
34 6 KAPUSTA 1.217
34 6 MARCHEW 0.776
34 7 ZIEMNIAKI 1.401
34 7 BURAKI 1.5
34 7 KAPUSTA 1.126
34 7 MARCHEW 1.358
34 8 ZIEMNIAKI 1.238
34 8 BURAKI 1.245
34 8 KAPUSTA 0.58
34 8 MARCHEW 1.169
34 9 ZIEMNIAKI 0.898
34 9 BURAKI 0.953
34 9 KAPUSTA 0.536
34 9 MARCHEW 1.254
34 10 ZIEMNIAKI 1.213
34 10 BURAKI 0.948
34 10 KAPUSTA 1.165
34 10 MARCHEW 1.308
35 1 ZIEMNIAKI 0.419
35 1 BURAKI 0.456
35 1 KAPUSTA 0.971
35 1 MARCHEW 0.967
35 2 ZIEMNIAKI 0.375
35 2 BURAKI 0.947
35 2 KAPUSTA 0.623
35 2 MARCHEW 0.405
35 3 ZIEMNIAKI 0.966
35 3 BURAKI 0.236
35 3 KAPUSTA 0.788
35 3 MARCHEW 0.492
35 4 ZIEMNIAKI 0.892
35 4 BURAKI 0.679
35 4 KAPUSTA 0.415
35 4 MARCHEW 0.514
35 5 ZIEMNIAKI 0.525
35 5 BURAKI 1.132
35 5 KAPUSTA 1.383
35 5 MARCHEW 0.606
35 6 ZIEMNIAKI 1.213
35 6 BURAKI 1.488
35 6 KAPUSTA 0.515
35 6 MARCHEW 0.983
35 7 ZIEMNIAKI 0.834
35 7 BURAKI 0.501
35 7 KAPUSTA 0.576
35 7 MARCHEW 0.574
35 8 ZIEMNIAKI 1.015
35 8 BURAKI 0.699
35 8 KAPUSTA 0.714
35 8 MARCHEW 0.542
35 9 ZIEMNIAKI 1.397
35 9 BURAKI 1.196
35 9 KAPUSTA 1.006
35 9 MARCHEW 0.91
35 10 ZIEMNIAKI 0.815
35 10 BURAKI 0.814
35 10 KAPUSTA 1.175
35 10 MARCHEW 1.498
36 1 ZIEMNIAKI 0.54
36 1 BURAKI 0.697
36 1 KAPUSTA 0.606
36 1 MARCHEW 0.374
36 2 ZIEMNIAKI 0.867
36 2 BURAKI 0.27
36 2 KAPUSTA 0.565
36 2 MARCHEW 0.78
36 3 ZIEMNIAKI 0.743
36 3 BURAKI 0.844
36 3 KAPUSTA 0.22
36 3 MARCHEW 0.394
36 4 ZIEMNIAKI 0.436
36 4 BURAKI 0.497
36 4 KAPUSTA 0.972
36 4 MARCHEW 0.677
36 5 ZIEMNIAKI 0.776
36 5 BURAKI 1.13
36 5 KAPUSTA 0.739
36 5 MARCHEW 0.859
36 6 ZIEMNIAKI 1.044
36 6 BURAKI 1.166
36 6 KAPUSTA 1.373
36 6 MARCHEW 0.615
36 7 ZIEMNIAKI 0.841
36 7 BURAKI 0.554
36 7 KAPUSTA 1.161
36 7 MARCHEW 0.898
36 8 ZIEMNIAKI 1.064
36 8 BURAKI 0.611
36 8 KAPUSTA 1.198
36 8 MARCHEW 0.965
36 9 ZIEMNIAKI 0.767
36 9 BURAKI 1.289
36 9 KAPUSTA 1.067
36 9 MARCHEW 1.328
36 10 ZIEMNIAKI 1.494
36 10 BURAKI 1.138
36 10 KAPUSTA 0.983
36 10 MARCHEW 0.544
37 1 ZIEMNIAKI 0.777
37 1 BURAKI 0.41
37 1 KAPUSTA 0.491
37 1 MARCHEW 0.34
37 2 ZIEMNIAKI 0.72
37 2 BURAKI 0.802
37 2 KAPUSTA 0.944
37 2 MARCHEW 0.643
37 3 ZIEMNIAKI 0.885
37 3 BURAKI 0.575
37 3 KAPUSTA 0.35
37 3 MARCHEW 0.527
37 4 ZIEMNIAKI 0.756
37 4 BURAKI 0.785
37 4 KAPUSTA 0.82
37 4 MARCHEW 0.501
37 5 ZIEMNIAKI 1.355
37 5 BURAKI 1.383
37 5 KAPUSTA 0.721
37 5 MARCHEW 1.297
37 6 ZIEMNIAKI 1.495
37 6 BURAKI 0.934
37 6 KAPUSTA 0.978
37 6 MARCHEW 0.515
37 7 ZIEMNIAKI 1.498
37 7 BURAKI 0.882
37 7 KAPUSTA 1.215
37 7 MARCHEW 1.328
37 8 ZIEMNIAKI 0.932
37 8 BURAKI 0.539
37 8 KAPUSTA 0.554
37 8 MARCHEW 0.542
37 9 ZIEMNIAKI 1.318
37 9 BURAKI 0.574
37 9 KAPUSTA 1.066
37 9 MARCHEW 0.509
37 10 ZIEMNIAKI 0.82
37 10 BURAKI 1.404
37 10 KAPUSTA 0.876
37 10 MARCHEW 0.64
38 1 ZIEMNIAKI 0.553
38 1 BURAKI 0.779
38 1 KAPUSTA 0.786
38 1 MARCHEW 0.419
38 2 ZIEMNIAKI 0.703
38 2 BURAKI 0.849
38 2 KAPUSTA 0.968
38 2 MARCHEW 0.677
38 3 ZIEMNIAKI 0.695
38 3 BURAKI 0.322
38 3 KAPUSTA 0.978
38 3 MARCHEW 0.62
38 4 ZIEMNIAKI 0.236
38 4 BURAKI 0.604
38 4 KAPUSTA 0.749
38 4 MARCHEW 0.952
38 5 ZIEMNIAKI 0.522
38 5 BURAKI 0.799
38 5 KAPUSTA 0.66
38 5 MARCHEW 1.2
38 6 ZIEMNIAKI 1.219
38 6 BURAKI 0.795
38 6 KAPUSTA 0.558
38 6 MARCHEW 0.7
38 7 ZIEMNIAKI 0.799
38 7 BURAKI 0.893
38 7 KAPUSTA 1.289
38 7 MARCHEW 1.277
38 8 ZIEMNIAKI 0.915
38 8 BURAKI 0.709
38 8 KAPUSTA 0.863
38 8 MARCHEW 0.707
38 9 ZIEMNIAKI 0.704
38 9 BURAKI 1.079
38 9 KAPUSTA 0.94
38 9 MARCHEW 1.362
38 10 ZIEMNIAKI 1.12
38 10 BURAKI 1.364
38 10 KAPUSTA 1.319
38 10 MARCHEW 1.18
39 1 ZIEMNIAKI 0.374
39 1 BURAKI 0.319
39 1 KAPUSTA 0.617
39 1 MARCHEW 0.425
39 2 ZIEMNIAKI 0.732
39 2 BURAKI 0.722
39 2 KAPUSTA 0.311
39 2 MARCHEW 0.768
39 3 ZIEMNIAKI 0.96
39 3 BURAKI 0.921
39 3 KAPUSTA 0.963
39 3 MARCHEW 0.648
39 4 ZIEMNIAKI 0.339
39 4 BURAKI 0.9
39 4 KAPUSTA 0.826
39 4 MARCHEW 0.817
39 5 ZIEMNIAKI 1.285
39 5 BURAKI 1.37
39 5 KAPUSTA 0.529
39 5 MARCHEW 0.57
39 6 ZIEMNIAKI 1.127
39 6 BURAKI 1.315
39 6 KAPUSTA 0.93
39 6 MARCHEW 1.128
39 7 ZIEMNIAKI 1.411
39 7 BURAKI 1.207
39 7 KAPUSTA 1.096
39 7 MARCHEW 0.861
39 8 ZIEMNIAKI 1.111
39 8 BURAKI 0.894
39 8 KAPUSTA 0.987
39 8 MARCHEW 0.88
39 9 ZIEMNIAKI 1.41
39 9 BURAKI 1.282
39 9 KAPUSTA 0.672
39 9 MARCHEW 0.623
39 10 ZIEMNIAKI 1.339
39 10 BURAKI 1.358
39 10 KAPUSTA 0.848
39 10 MARCHEW 0.585
40 1 ZIEMNIAKI 0.202
40 1 BURAKI 0.505
40 1 KAPUSTA 0.221
40 1 MARCHEW 0.281
40 2 ZIEMNIAKI 0.543
40 2 BURAKI 0.241
40 2 KAPUSTA 0.334
40 2 MARCHEW 0.561
40 3 ZIEMNIAKI 0.653
40 3 BURAKI 0.92
40 3 KAPUSTA 0.828
40 3 MARCHEW 0.598
40 4 ZIEMNIAKI 0.826
40 4 BURAKI 0.806
40 4 KAPUSTA 0.939
40 4 MARCHEW 0.689
40 5 ZIEMNIAKI 0.614
40 5 BURAKI 0.759
40 5 KAPUSTA 0.598
40 5 MARCHEW 1.331
40 6 ZIEMNIAKI 1.244
40 6 BURAKI 1.4
40 6 KAPUSTA 1.233
40 6 MARCHEW 1.401
40 7 ZIEMNIAKI 1.178
40 7 BURAKI 1.268
40 7 KAPUSTA 1.376
40 7 MARCHEW 0.694
40 8 ZIEMNIAKI 1.341
40 8 BURAKI 1.408
40 8 KAPUSTA 1.209
40 8 MARCHEW 0.692
40 9 ZIEMNIAKI 0.745
40 9 BURAKI 0.872
40 9 KAPUSTA 0.503
40 9 MARCHEW 1.116
40 10 ZIEMNIAKI 1.493
40 10 BURAKI 1.233
40 10 KAPUSTA 1.381
40 10 MARCHEW 0.639
41 1 ZIEMNIAKI 0.709
41 1 BURAKI 0.524
41 1 KAPUSTA 0.585
41 1 MARCHEW 0.318
41 2 ZIEMNIAKI 0.617
41 2 BURAKI 0.986
41 2 KAPUSTA 0.865
41 2 MARCHEW 0.983
41 3 ZIEMNIAKI 0.748
41 3 BURAKI 0.857
41 3 KAPUSTA 0.961
41 3 MARCHEW 0.465
41 4 ZIEMNIAKI 0.577
41 4 BURAKI 0.309
41 4 KAPUSTA 0.35
41 4 MARCHEW 0.51
41 5 ZIEMNIAKI 1.046
41 5 BURAKI 1.269
41 5 KAPUSTA 0.695
41 5 MARCHEW 0.811
41 6 ZIEMNIAKI 0.787
41 6 BURAKI 1.354
41 6 KAPUSTA 1.13
41 6 MARCHEW 1.469
41 7 ZIEMNIAKI 1.453
41 7 BURAKI 0.698
41 7 KAPUSTA 0.882
41 7 MARCHEW 1.345
41 8 ZIEMNIAKI 0.627
41 8 BURAKI 0.513
41 8 KAPUSTA 0.962
41 8 MARCHEW 0.917
41 9 ZIEMNIAKI 1.32
41 9 BURAKI 0.997
41 9 KAPUSTA 0.779
41 9 MARCHEW 1.161
41 10 ZIEMNIAKI 1.146
41 10 BURAKI 1.452
41 10 KAPUSTA 0.928
41 10 MARCHEW 0.623
42 1 ZIEMNIAKI 0.976
42 1 BURAKI 0.618
42 1 KAPUSTA 0.6
42 1 MARCHEW 0.613
42 2 ZIEMNIAKI 0.319
42 2 BURAKI 0.839
42 2 KAPUSTA 0.304
42 2 MARCHEW 0.883
42 3 ZIEMNIAKI 0.804
42 3 BURAKI 0.294
42 3 KAPUSTA 0.863
42 3 MARCHEW 0.329
42 4 ZIEMNIAKI 0.367
42 4 BURAKI 0.657
42 4 KAPUSTA 0.371
42 4 MARCHEW 0.867
42 5 ZIEMNIAKI 1.013
42 5 BURAKI 0.596
42 5 KAPUSTA 0.719
42 5 MARCHEW 1.161
42 6 ZIEMNIAKI 0.502
42 6 BURAKI 1.484
42 6 KAPUSTA 1.4
42 6 MARCHEW 0.597
42 7 ZIEMNIAKI 1.484
42 7 BURAKI 0.898
42 7 KAPUSTA 1.212
42 7 MARCHEW 0.861
42 8 ZIEMNIAKI 0.614
42 8 BURAKI 1.252
42 8 KAPUSTA 0.556
42 8 MARCHEW 1.241
42 9 ZIEMNIAKI 1.023
42 9 BURAKI 0.842
42 9 KAPUSTA 0.974
42 9 MARCHEW 0.938
42 10 ZIEMNIAKI 0.761
42 10 BURAKI 1.274
42 10 KAPUSTA 1.227
42 10 MARCHEW 0.683
43 1 ZIEMNIAKI 0.294
43 1 BURAKI 0.586
43 1 KAPUSTA 0.898
43 1 MARCHEW 0.792
43 2 ZIEMNIAKI 0.81
43 2 BURAKI 0.272
43 2 KAPUSTA 0.215
43 2 MARCHEW 0.665
43 3 ZIEMNIAKI 0.273
43 3 BURAKI 0.369
43 3 KAPUSTA 0.588
43 3 MARCHEW 0.879
43 4 ZIEMNIAKI 0.796
43 4 BURAKI 0.845
43 4 KAPUSTA 0.486
43 4 MARCHEW 0.369
43 5 ZIEMNIAKI 0.67
43 5 BURAKI 0.576
43 5 KAPUSTA 1.187
43 5 MARCHEW 1.077
43 6 ZIEMNIAKI 0.609
43 6 BURAKI 1.208
43 6 KAPUSTA 1.15
43 6 MARCHEW 1.441
43 7 ZIEMNIAKI 0.528
43 7 BURAKI 1.141
43 7 KAPUSTA 1.453
43 7 MARCHEW 1.281
43 8 ZIEMNIAKI 0.538
43 8 BURAKI 1.241
43 8 KAPUSTA 0.615
43 8 MARCHEW 0.53
43 9 ZIEMNIAKI 1.108
43 9 BURAKI 0.827
43 9 KAPUSTA 1.214
43 9 MARCHEW 1.201
43 10 ZIEMNIAKI 1.351
43 10 BURAKI 0.974
43 10 KAPUSTA 0.974
43 10 MARCHEW 1.042
44 1 ZIEMNIAKI 0.853
44 1 BURAKI 0.362
44 1 KAPUSTA 0.661
44 1 MARCHEW 0.65
44 2 ZIEMNIAKI 0.809
44 2 BURAKI 0.239
44 2 KAPUSTA 0.95
44 2 MARCHEW 0.657
44 3 ZIEMNIAKI 0.796
44 3 BURAKI 0.431
44 3 KAPUSTA 0.259
44 3 MARCHEW 0.475
44 4 ZIEMNIAKI 0.476
44 4 BURAKI 0.307
44 4 KAPUSTA 0.82
44 4 MARCHEW 0.972
44 5 ZIEMNIAKI 0.749
44 5 BURAKI 0.706
44 5 KAPUSTA 1.033
44 5 MARCHEW 1.316
44 6 ZIEMNIAKI 0.758
44 6 BURAKI 1.192
44 6 KAPUSTA 1.168
44 6 MARCHEW 1.181
44 7 ZIEMNIAKI 1.112
44 7 BURAKI 1.136
44 7 KAPUSTA 0.969
